################################################################
# abuse.ch URLhaus Database Dump (CSV - online URLs only)      #
# Last updated: 2022-01-31 13:41:17 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,threat,tags,urlhaus_link,reporter
"2018412","2022-01-31 13:18:04","http://125.40.72.160:55352/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018412/","geenensp"
"2018411","2022-01-31 13:16:09","http://59.96.240.57:58931/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018411/","geenensp"
"2018410","2022-01-31 13:09:05","http://171.104.127.249:52976/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018410/","geenensp"
"2018409","2022-01-31 13:08:04","http://115.55.60.147:51786/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018409/","geenensp"
"2018405","2022-01-31 13:07:05","http://222.142.132.30:51812/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018405/","lrz_urlhaus"
"2018406","2022-01-31 13:07:05","http://58.253.7.109:37491/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018406/","lrz_urlhaus"
"2018407","2022-01-31 13:07:05","http://61.52.38.129:48894/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018407/","lrz_urlhaus"
"2018408","2022-01-31 13:07:05","http://42.229.171.101:39034/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018408/","lrz_urlhaus"
"2018402","2022-01-31 13:07:04","http://61.52.85.199:35265/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018402/","lrz_urlhaus"
"2018403","2022-01-31 13:07:04","http://62.16.58.247:34278/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018403/","lrz_urlhaus"
"2018404","2022-01-31 13:07:04","http://27.213.201.104:55910/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018404/","lrz_urlhaus"
"2018401","2022-01-31 13:06:07","http://218.0.165.211:37339/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018401/","lrz_urlhaus"
"2018400","2022-01-31 13:06:05","http://182.121.158.36:42440/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018400/","lrz_urlhaus"
"2018399","2022-01-31 13:06:04","http://39.74.9.107:60896/mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2018399/","tammeto"
"2018398","2022-01-31 13:05:07","http://121.230.47.65:2132/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018398/","lrz_urlhaus"
"2018397","2022-01-31 13:05:06","http://84.213.190.56:41515/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018397/","geenensp"
"2018395","2022-01-31 13:05:05","http://163.179.166.163:34473/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018395/","lrz_urlhaus"
"2018396","2022-01-31 13:05:05","http://124.89.6.107:36738/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018396/","lrz_urlhaus"
"2018394","2022-01-31 13:04:06","http://111.176.161.7:55101/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018394/","lrz_urlhaus"
"2018392","2022-01-31 13:04:05","http://113.9.232.43:46310/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018392/","lrz_urlhaus"
"2018393","2022-01-31 13:04:05","http://115.54.175.78:41200/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018393/","lrz_urlhaus"
"2018391","2022-01-31 12:59:05","http://27.6.240.122:42341/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018391/","geenensp"
"2018390","2022-01-31 12:58:04","http://61.52.192.159:35028/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018390/","geenensp"
"2018389","2022-01-31 12:57:06","http://115.61.165.168:35517/bin.sh","online","malware_download","32-bit,elf,mips,mirai,Mozi","https://urlhaus.abuse.ch/url/2018389/","geenensp"
"2018388","2022-01-31 12:56:04","http://125.41.74.17:58649/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018388/","geenensp"
"2018387","2022-01-31 12:55:05","http://95.9.74.89:40531/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018387/","geenensp"
"2018386","2022-01-31 12:55:04","http://115.58.81.85:43682/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018386/","geenensp"
"2018385","2022-01-31 12:52:08","http://196.64.15.34:49587/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018385/","lrz_urlhaus"
"2018384","2022-01-31 12:52:06","http://42.224.190.138:54787/Mozi.a","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018384/","lrz_urlhaus"
"2018383","2022-01-31 12:52:05","http://58.253.6.65:40973/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018383/","lrz_urlhaus"
"2018380","2022-01-31 12:51:07","http://125.47.61.134:60098/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018380/","lrz_urlhaus"
"2018381","2022-01-31 12:51:07","http://123.129.134.182:42128/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018381/","lrz_urlhaus"
"2018382","2022-01-31 12:51:07","http://61.52.243.57:42579/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018382/","geenensp"
"2018379","2022-01-31 12:50:09","http://119.136.90.223:36070/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018379/","lrz_urlhaus"
"2018376","2022-01-31 12:50:05","http://222.140.200.157:48949/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018376/","geenensp"
"2018377","2022-01-31 12:50:05","http://123.10.203.140:52334/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018377/","lrz_urlhaus"
"2018378","2022-01-31 12:50:05","http://123.12.42.211:35227/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018378/","lrz_urlhaus"
"2018375","2022-01-31 12:49:07","http://115.203.113.77:38824/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018375/","lrz_urlhaus"
"2018374","2022-01-31 12:49:06","http://115.50.173.148:54749/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018374/","lrz_urlhaus"
"2018373","2022-01-31 12:49:05","http://103.161.232.3:39267/i","online","malware_download","32-bit,arm,elf,Mozi","https://urlhaus.abuse.ch/url/2018373/","geenensp"
"2018372","2022-01-31 12:48:04","http://115.56.153.185:52043/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018372/","geenensp"
"2018371","2022-01-31 12:46:05","http://123.4.44.80:53287/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018371/","geenensp"
"2018370","2022-01-31 12:45:04","http://83.234.135.7:41071/i","online","malware_download","32-bit,arm,elf,Mozi","https://urlhaus.abuse.ch/url/2018370/","geenensp"
"2018369","2022-01-31 12:42:05","http://119.118.240.82:58746/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018369/","geenensp"
"2018368","2022-01-31 12:41:04","http://171.104.127.249:52976/bin.sh","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018368/","geenensp"
"2018367","2022-01-31 12:40:06","http://61.52.192.159:35028/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018367/","geenensp"
"2018366","2022-01-31 12:37:04","http://105.96.5.146:43759/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018366/","geenensp"
"2018365","2022-01-31 12:37:03","http://84.215.180.60:57193/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018365/","lrz_urlhaus"
"2018364","2022-01-31 12:36:23","http://27.6.197.251:39800/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018364/","lrz_urlhaus"
"2018363","2022-01-31 12:36:10","http://190.77.131.236:35739/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018363/","lrz_urlhaus"
"2018362","2022-01-31 12:36:07","http://219.157.160.174:52376/Mozi.a","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018362/","lrz_urlhaus"
"2018359","2022-01-31 12:36:06","http://58.252.202.24:38680/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018359/","lrz_urlhaus"
"2018360","2022-01-31 12:36:06","http://58.253.6.220:46834/Mozi.a","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018360/","lrz_urlhaus"
"2018361","2022-01-31 12:36:06","http://203.176.129.119:33490/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018361/","lrz_urlhaus"
"2018358","2022-01-31 12:35:06","http://14.161.113.145:58263/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018358/","lrz_urlhaus"
"2018357","2022-01-31 12:35:05","http://125.120.96.252:49717/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018357/","lrz_urlhaus"
"2018356","2022-01-31 12:35:04","http://125.47.50.123:50060/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018356/","lrz_urlhaus"
"2018355","2022-01-31 12:34:05","http://117.213.42.188:49737/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018355/","lrz_urlhaus"
"2018352","2022-01-31 12:30:05","http://118.77.191.133:46250/mozi.a","online","malware_download","mirai","https://urlhaus.abuse.ch/url/2018352/","tammeto"
"2018351","2022-01-31 12:28:04","http://121.25.98.62:35388/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018351/","geenensp"
"2018350","2022-01-31 12:26:13","http://105.159.59.235:49367/mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2018350/","tammeto"
"2018349","2022-01-31 12:26:08","http://125.41.74.17:58649/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018349/","geenensp"
"2018348","2022-01-31 12:25:07","http://180.214.236.128/Registry/vbc.exe","online","malware_download","exe,Formbook,opendir","https://urlhaus.abuse.ch/url/2018348/","abuse_ch"
"2018346","2022-01-31 12:25:06","http://192.3.245.208/200/vbc.exe","online","malware_download","exe,Formbook,opendir","https://urlhaus.abuse.ch/url/2018346/","abuse_ch"
"2018347","2022-01-31 12:25:06","http://103.167.92.57/explorer/vbc.exe","online","malware_download","exe,Formbook,opendir","https://urlhaus.abuse.ch/url/2018347/","abuse_ch"
"2018343","2022-01-31 12:25:05","http://107.174.138.158/101/vbc.exe","online","malware_download","exe,Formbook,opendir","https://urlhaus.abuse.ch/url/2018343/","abuse_ch"
"2018344","2022-01-31 12:25:05","http://65.2.143.8/100/vbc.exe","online","malware_download","exe,Formbook,opendir","https://urlhaus.abuse.ch/url/2018344/","abuse_ch"
"2018345","2022-01-31 12:25:05","http://172.245.27.21/yk/white.exe","online","malware_download","AgentTesla,exe,opendir","https://urlhaus.abuse.ch/url/2018345/","abuse_ch"
"2018342","2022-01-31 12:25:04","http://107.174.138.158/100/vbc.exe","online","malware_download","exe,Formbook,opendir","https://urlhaus.abuse.ch/url/2018342/","abuse_ch"
"2018341","2022-01-31 12:24:05","http://115.56.153.185:52043/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018341/","geenensp"
"2018340","2022-01-31 12:23:37","http://112.30.1.133:36733/Mozi.a","online","malware_download","arm,elf,mirai","https://urlhaus.abuse.ch/url/2018340/","sergedroz"
"2018339","2022-01-31 12:22:04","http://adsonia.gov/bin_tHSwF198.bin","online","malware_download","encrypted,Formbook,GuLoader","https://urlhaus.abuse.ch/url/2018339/","abuse_ch"
"2018336","2022-01-31 12:21:10","http://27.5.24.200:34225/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018336/","lrz_urlhaus"
"2018337","2022-01-31 12:21:10","http://59.94.198.7:48712/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018337/","lrz_urlhaus"
"2018338","2022-01-31 12:21:10","http://59.92.32.217:41387/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018338/","lrz_urlhaus"
"2018334","2022-01-31 12:21:09","http://59.95.71.211:60052/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018334/","lrz_urlhaus"
"2018335","2022-01-31 12:21:09","http://218.93.157.232:54422/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018335/","lrz_urlhaus"
"2018333","2022-01-31 12:20:22","http://120.138.4.4:37925/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018333/","lrz_urlhaus"
"2018332","2022-01-31 12:20:06","http://123.4.245.76:53133/Mozi.m","online","malware_download","elf,Mozi","https://urlhaus.abuse.ch/url/2018332/","lrz_urlhaus"
"2018330","2022-01-31 12:20:05","http://175.0.62.214:56810/i","online","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018330/","geenensp"
"2018331","2022-01-31 12:20:05","http://125.43.36.49:34724/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018331/","lrz_urlhaus"
"2018329","2022-01-31 12:19:14","http://116.2.164.178:56825/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018329/","lrz_urlhaus"
"2018328","2022-01-31 12:19:04","http://119.118.51.127:33809/Mozi.m","online","malware_download","elf,mirai,Mozi","https://urlhaus.abuse.ch/url/2018328/","lrz_urlhaus"
"2018327","2022-01-31 12:18:05","http://110.93.8.199:20787/.i","online","malware_download","32-bit,arm,elf,hajime","https://urlhaus.abuse.ch/url/2018327/","geenensp"
"2018326","2022-01-31 12:16:09","http://83.234.135.7:41071/bin.sh","online","malware_download","32-bit,arm,elf,Mozi","https://urlhaus.abuse.ch/url/2018326/","geenensp"
"2018325","2022-01-31 12:15:07","http://61.57.108.178:50597/.i","online","malware_download","32-bit,arm,elf,hajime","https://urlhaus.abuse.ch/url/2018325/","geenensp"
"2018323","2022-01-31 12:15:06","http://182.121.130.246:38929/mozi.m","online","malware_download","Mozi","https://urlhaus.abuse.ch/url/2018323/","tammeto"
"2018321","2022-01-31 12:14:05","http://123.4.44.80:53287/bin.sh","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018321/","geenensp"
"2018320","2022-01-31 12:13:06","http://46.116.106.31:24959/.i","online","malware_download","32-bit,arm,elf,hajime","https://urlhaus.abuse.ch/url/2018320/","geenensp"
"2018318","2022-01-31 12:12:07","http://59.89.218.235:60215/i","online","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/2018318/","geenensp"
"2018315","2022-01-31 12:10:09","http://122.116.167.234:15318/.i","online","malware_download","32-bit,arm,elf,hajime","https://urlhaus.abuse.ch/url/2018315/","geenensp"
"2018313","2022-01-31 12:10:06","http://27.45.32.87:47087/mozi.m","online","malware_download","mirai","https://urlhaus.abuse.ch/url/2018313/","tammeto"
